id	text	tweet_id	hc	bs	dt	tc	tweet_id	valence	arousal	dominance
728423471575871488	@doubleviction calm down Bernie Sanders 😳	728423471575871488	-0.11915598064661	0.206998661160469	-0.00859591830521822	0.0430864915251732	728423471575871488	6.89	1.67	7.44
728492581781307392	... https://t.co/QHQKC2xH4x Geez calm down America	728492581781307392	-0.10438721626997	0.163814440369606	0.379610270261765	0.036962166428566	728492581781307392	6.89	1.67	7.44
728003886129111040	calm down  https://t.co/6erG6DHhH5	728003886129111040	-0.119629554450512	0.193167358636856	0.0011079260148108	0.0434333495795727	728003886129111040	6.89	1.67	7.44
727242865773039616	#COSMOSE #RADIO #USA #France #China #UK #Taiwan #Canada #Russia #Subjack #Keep Calm https://t.co/tO2KAbU8u2	727242865773039616	-0.119700878858566	0.19320385158062	-0.00314522325061262	0.0437493659555912	727242865773039616	6.89	1.67	7.44
730074209855098880	@Nero @AnnCoulter @realDonaldTrump @bostonherald calm yourself milo	730074209855098880	-0.115025378763676	0.186685800552368	-0.0976577177643776	0.0411125011742115	730074209855098880	6.89	1.67	7.44
730195384245624832	@BactiveorBquiet @jsavite @NaYaKnoMi @watson_mpls2 @BaeHive Calm the #trump down.	730195384245624832	-0.121117427945137	0.184231266379356	0.0573368109762669	0.0423035137355328	730195384245624832	6.89	1.67	7.44
726217541039742976	@genophilialove4 @megynkelly @DavidWohl @HillaryClinton @realDonaldTrump sss calm down	726217541039742976	-0.122519575059414	0.17988994717598	0.0492070913314819	0.0444986112415791	726217541039742976	6.89	1.67	7.44
727853612819464195	Everyone just calm down. @iboudreau you too. https://t.co/ScFMpg2gUi	727853612819464195	-0.119858354330063	0.188125416636467	0.0197047386318445	0.0426348224282265	727853612819464195	6.89	1.67	7.44
728793952271278080	@rachel_dittrich @_ChefTia_ calm down, Hillary 😂	728793952271278080	-0.121827460825443	0.184304520487785	0.0193880666047335	0.0452191717922688	728793952271278080	6.89	1.67	7.44
id	text	tweet_id	hc	bs	dt	tc	tweet_id	valence	arousal	dominance
729825617043181568	#tytlive China, the GOP paradise.	729825617043181568	-0.0635398700833321	0.127854689955711	-0.519016981124878	0.0705596506595612	729825617043181568	7	4.82	7.9
730177418153988098	"#rockandroll #acoustic #electric #usa #ohcrap @genesimmons #kiss #realmusic   ""paradise  "" by brian richman - https://t.co/8cX63kBgYL"	730177418153988098	-0.118935644626617	0.194590210914612	-0.011510731652379	0.0430625453591347	730177418153988098	7	4.82	7.9
728216835112374272	PARADISE 😍 #ultramusicfestival #ultra #ultra2016 #umf #umf2016 #miami #usa #eua #pics #photos… https://t.co/Qhk4PwUl74	728216835112374272	-0.101333543658257	0.215262472629547	0.312788397073746	0.0365405790507793	728216835112374272	7	4.82	7.9
726929577440739328	Paradise or either the Bahamas  https://t.co/yApzygS0zb	726929577440739328	-0.114019177854061	0.309719383716583	-0.00906997825950384	0.0455667078495026	726929577440739328	7	4.82	7.9
727912799062499329	#AlwaysTrump wins! https://t.co/sk1axD5Eg0	727912799062499329	-0.119965597987175	0.192377686500549	0.0449710562825203	0.0414406694471836	727912799062499329	6.97	5.61	7.86
728181416572428288	Yesss bernie won indiana!	728181416572428288	-0.0402836762368679	0.920085191726685	0.0110959876328707	0.0447282046079636	728181416572428288	6.97	5.61	7.86
727332034167734272	@seanhannity    Easily @realDonaldTrump wins	727332034167734272	-0.119397811591625	0.183695539832115	0.01961899548769	0.041533038020134	727332034167734272	6.97	5.61	7.86
730210744885755904	#Bernie #Sanders, #Donald #Trump win Tuesday #primaries https://t.co/aCv6Xe4NGq	730210744885755904	-0.115567579865456	0.168211683630943	0.353074461221695	0.0307158809155226	730210744885755904	6.97	5.61	7.86
727635065333809154	@realDonaldTrump wins #IN.	727635065333809154	-0.118415556848049	0.190321385860443	-0.0760950893163681	0.0428796373307705	727635065333809154	6.97	5.61	7.86
727683454154854400	AND BERNIE WINS INDIANA!! OW OW #FeelTheBern #IndianaPrimary	727683454154854400	-0.0729675889015198	0.773655474185944	-0.00174394121859223	0.0541757680475712	727683454154854400	6.97	5.61	7.86
id	text	tweet_id	hc	bs	dt	tc	tweet_id	valence	arousal	dominance
727368059296485376	#Bernie: Dementia. Seriously.	727368059296485376	-0.118465431034565	0.185218542814255	-0.0948441848158836	0.0418232642114162	727368059296485376	2.85	5.05	1.68
727613189664313344	Dementia setting in. https://t.co/XcWaxtJQIb	727613189664313344	-0.11658151447773	0.255313664674759	-0.013716708868742	0.0399315543472767	727613189664313344	2.85	5.05	1.68
727593565308735488	@realDonaldTrump you and dementia	727593565308735488	-0.119135417044163	0.195564165711403	-0.00913534127175808	0.0433586351573467	727593565308735488	2.85	5.05	1.68
727242380500451328	This gisgusts me. Why Lou? Dementia setting in perhaps? https://t.co/da07STEewY	727242380500451328	-0.119135417044163	0.195564165711403	-0.00913534127175808	0.0433586351573467	727242380500451328	2.85	5.05	1.68
727239439953461249	Early Alzheimers #Lou?  https://t.co/VZWfYKi0BV	727239439953461249	-0.119320079684258	0.184451594948769	-0.056623499840498	0.0411985516548157	727239439953461249	2.26	4.5	2
727478886087442433	Early Alzheimers https://t.co/yTWJ9GP38H	727478886087442433	-0.113299138844013	0.188767030835152	-0.0803630203008652	0.0429907888174057	727478886087442433	2.26	4.5	2
727134797831790593	RSOE EDIS - Earthquake M 5.1 in USA https://t.co/8U3qO6e7p3	727134797831790593	-0.114007376134396	0.181753128767014	0.322281450033188	0.0402498580515385	727134797831790593	3.05	6.76	2.14
728576235819802624	EARTHQUAKE AHEAD! https://t.co/ralBspaU4w	728576235819802624	-0.117143832147121	0.187233343720436	0.094549797475338	0.0389709435403347	728576235819802624	3.05	6.76	2.14
727929139802472450	Ecuador Earthquake https://t.co/8UbpzkHVzi #Israel #USA #Canada #UK #Sweden #France #Norway #Australia #Belgium #Netherlands #Germany #US	727929139802472450	-0.119135417044163	0.195564165711403	-0.00913534127175808	0.0433586351573467	727929139802472450	3.05	6.76	2.14
726771546363203585	DRUDGE_REPORT: EARTHQUAKE:  KENTUCKY... https://t.co/XpIVOTN50i #ycot #tcot #pjnet #conservative	726771546363203585	-0.119135417044163	0.195564165711403	-0.00913534127175808	0.0433586351573467	726771546363203585	3.05	6.76	2.14
